,ln71,ln81,edit,dl,jaro,jw,bag,pw,sw,lcs3avg,lcs2avg,lcs3sht,lcs2sht,lcs3long,lcs2long,SWlong,SWsht,SWavg,1gramslong,1gramssht,1gramsavg,pad1gramslong,pad1gramssht,pad1gramsavg,2gramslong,2gramssht,2gramsavg,pad2gramslong,pad2gramssht,pad2gramsavg,3gramslong,3gramssht,3gramsavg,pad3gramslong,pad3gramssht,pad3gramsavg,pos1gramsavg,pos1gramssht,pos1gramslong,pos2gramsavg,pos2gramssht,pos2gramslong,pos3gramsavg,pos3gramssht,pos3gramslong,padpos1gramsavg,padpos1gramssht,padpos1gramslong,padpos2gramsavg,padpos2gramssht,padpos2gramslong,padpos3gramsavg,padpos3gramssht,padpos3gramslong,padskipgramslong,padskipgramssht,padskipgramsavg,skipgramslong,skipgramssht,skipgramsavg,Soundex,Phonex,Phonix,NYSIIS,D-Metaphone,FuzSoundex,Genjac2j,Genjac3j,Genjac2jw,Genjac3jw,Mong2j,Mong3j,Mong2jw,Mong3jw,editex,SAPSavg,SAPSsht,SAPSlong,len1,len2,s1,s2,v1,v2,c1,c2,difflen,diffvow,diffcons,diffsyl
376,kate,anathalie,0.333333333,0.333333333,0.574074074,0.574074074,0.333333333,0.574074074,0.574074074,0.307692308,0.307692308,0.5,0.5,0.222222222,0.222222222,0.222222222,0.5,0.307692308,0.333333333,0.75,0.461538462,0.333333333,0.75,0.461538462,0.125,0.333333333,0.181818182,0.2,0.4,0.266666667,0,0,0,0.090909091,0.166666667,0.117647059,0.307692308,0.5,0.222222222,0.181818182,0.333333333,0.125,0,0,0,0.307692308,0.5,0.222222222,0.133333333,0.2,0.1,0,0,0,0.152173913,0.333333333,0.208955224,0.083333333,0.272727273,0.127659574,0,0,0,0.5,0,0,0.400000006,0.424242431,0.406666678,0.436363643,0.800000012,0.814814826,0.813333356,0.833333343,0.388888889,0,0,0,4,9,1,1,2,5,2,4,-5,-3,-2,0
377,paterick,atta,0.25,0.25,0.583333333,0.583333333,0.25,0.583333333,0.583333333,0.333333333,0.333333333,0.5,0.5,0.25,0.25,0.25,0.5,0.333333333,0.25,0.5,0.333333333,0.25,0.5,0.333333333,0.142857143,0.333333333,0.2,0.111111111,0.2,0.142857143,0,0,0,0,0,0,0.333333333,0.5,0.25,0.2,0.333333333,0.142857143,0,0,0,0.333333333,0.5,0.25,0.142857143,0.2,0.111111111,0,0,0,0.097560976,0.19047619,0.129032258,0.064516129,0.181818182,0.095238095,0.25,0.25,0.25,0.5,0.25,0,0.300000006,0.422222233,0.41481483,0.435555565,0.407407416,0.500000012,0.41481483,0.515555567,0.3125,0,0,0,8,4,3,2,3,2,5,2,4,1,3,1
378,lutia,agust,0,0,0.466666667,0.466666667,0.6,0.466666667,0.466666667,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0,0,0,0,0,0,0.4,0.4,0.4,0,0,0,0,0,0,0.076923077,0.076923077,0.076923077,0.0625,0.0625,0.0625,0,0.5,0,0.25,0,0,0.47619049,0.472222239,0.495238125,0.488888904,0.666666687,0.619047642,0.688888927,0.644444466,0.1,0,0,0,5,5,2,2,3,2,2,3,0,1,-1,0
379,olimpe,august,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.066666667,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0.111111114,0.222222229,0.113888895,0.229629636,0.190476196,0.333333343,0.195238105,0.344444454,0.083333333,0,0,0,6,6,1,2,3,3,3,3,0,0,0,-1
380,monica,agusta,0.166666667,0.166666667,0.444444444,0.444444444,0.166666667,0.444444444,0.444444444,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0.142857143,0.142857143,0.142857143,0,0,0,0.125,0.125,0.125,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0.166666667,0.166666667,0.166666667,0.142857143,0.142857143,0.142857143,0.125,0.125,0.125,0.064516129,0.064516129,0.064516129,0,0,0,0.25,0.25,0,0.25,0,0,0.212121216,0.333333341,0.215151521,0.341414148,0.333333339,0.458333343,0.338095248,0.469444454,0.25,0,0,0,6,6,3,3,3,3,3,3,0,0,0,0
381,elizabeth,augusta,0.111111111,0.111111111,0.335978836,0.335978836,0.222222222,0.335978836,0.335978836,0.125,0.125,0.142857143,0.142857143,0.111111111,0.111111111,0.111111111,0.142857143,0.125,0.222222222,0.285714286,0.25,0.222222222,0.285714286,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.285714286,0.222222222,0,0,0,0,0,0,0.25,0.285714286,0.222222222,0,0,0,0,0,0,0.043478261,0.055555556,0.048780488,0,0,0,0.25,0.25,0.5,0.5,0.5,0.25,0.256410264,0.350427362,0.197619059,0.362393173,0.400000012,0.515151533,0.41000002,0.529292947,0.277777778,0,0,0,9,7,4,3,4,4,5,3,2,0,2,1
382,william,auguste,0,0,0,0,0.142857143,0,0,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0.153846158,0.190476196,0.158974368,0.200000005,0.333333343,0.419753101,0.341666684,0.434567915,0.142857143,0,0,0,7,7,2,1,3,4,4,3,0,-1,1,1
383,odile,augustin,0,0,0,0,0.125,0,0,0.153846154,0.153846154,0.2,0.2,0.125,0.125,0.175,0.28,0.215384615,0.125,0.2,0.153846154,0.125,0.2,0.153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390244,0.038461538,0.029850746,0,0,0,0,0.25,0.25,0.25,0.25,0,0.24242425,0.343434355,0.248484861,0.355555567,0.444444458,0.619047642,0.455555578,0.63809526,0.25,0,0,0,5,8,1,3,3,4,2,4,-3,-1,-2,-2
384,josep,augustine,0.111111111,0.111111111,0.437037037,0.437037037,0.222222222,0.437037037,0.437037037,0.142857143,0.142857143,0.2,0.2,0.111111111,0.111111111,0.2,0.36,0.257142857,0.222222222,0.4,0.285714286,0.222222222,0.4,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.2,0.111111111,0,0,0,0,0,0,0.142857143,0.2,0.111111111,0,0,0,0,0,0,0.02173913,0.038461538,0.027777778,0,0,0,0.25,0.25,0,0.25,0.25,0,0.222222229,0.393939408,0.230555569,0.408080822,0.555555572,0.650793672,0.572222253,0.673015893,0.277777778,0,0,0,5,9,2,1,2,5,3,4,-4,-3,-1,1
385,jossena,augustin,0.125,0.125,0.511904762,0.511904762,0.375,0.511904762,0.511904762,0.133333333,0.133333333,0.142857143,0.142857143,0.125,0.125,0.275,0.314285714,0.293333333,0.375,0.428571429,0.4,0.375,0.428571429,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.266666667,0.285714286,0.25,0,0,0,0,0,0,0.266666667,0.285714286,0.25,0,0,0,0,0,0,0.048780488,0.055555556,0.051948052,0.032258065,0.038461538,0.035087719,0.25,0.25,0,0.25,0.25,0,0.277777786,0.361111124,0.375757597,0.564444464,0.583333351,0.629629652,0.604166701,0.651851873,0.3125,0,0,0,7,8,3,3,3,4,4,4,-1,-1,0,0
386,rosanna,augustine,0.222222222,0.222222222,0.476190476,0.476190476,0.333333333,0.476190476,0.476190476,0.125,0.125,0.142857143,0.142857143,0.111111111,0.111111111,0.177777778,0.228571429,0.2,0.333333333,0.428571429,0.375,0.333333333,0.428571429,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.285714286,0.222222222,0,0,0,0,0,0,0.25,0.285714286,0.222222222,0,0,0,0,0,0,0.065217391,0.083333333,0.073170732,0.027777778,0.038461538,0.032258065,0.25,0.25,0,0.25,0.25,0,0.333333343,0.42592594,0.344444464,0.53333335,0.583333351,0.629629652,0.608333372,0.656790144,0.444444444,0,0,0,7,9,3,1,3,5,4,4,-2,-2,0,2
387,margret,agustas,0.142857143,0.142857143,0.619047619,0.619047619,0.428571429,0.619047619,0.619047619,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.428571429,0.428571429,0.428571429,0.428571429,0.428571429,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0.428571429,0.428571429,0,0,0,0,0,0,0.428571429,0.428571429,0.428571429,0,0,0,0,0,0,0.083333333,0.083333333,0.083333333,0.076923077,0.076923077,0.076923077,0.25,0.5,0.5,0,0,0,0.400000012,0.488888907,0.315151534,0.62469138,0.583333351,0.629629652,0.600000031,0.646913601,0.142857143,0.04,0.043478261,0.037037037,7,7,2,3,2,3,5,4,0,-1,1,-1
388,elleanor,agustus,0,0,0,0,0.125,0,0,0.133333333,0.133333333,0.142857143,0.142857143,0.125,0.125,0.125,0.142857143,0.133333333,0.125,0.142857143,0.133333333,0.125,0.142857143,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0.153846158,0.230158738,0.158974368,0.239682547,0.296296305,0.433333349,0.303703719,0.446666682,0.3125,0,0,0,8,7,3,3,4,3,4,4,1,1,0,0
389,frances,ashur,0.142857143,0.142857143,0.447619048,0.447619048,0.428571429,0.447619048,0.447619048,0.166666667,0.166666667,0.2,0.2,0.142857143,0.142857143,0.2,0.28,0.233333333,0.428571429,0.6,0.5,0.428571429,0.6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.2,0.142857143,0,0,0,0,0,0,0.166666667,0.2,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.266666675,0.377777791,0.385185209,0.305050514,0.500000015,0.543209897,0.516666695,0.562962982,0.214285714,0,0,0,7,5,2,2,2,2,5,3,2,0,2,0
390,louis,augustes,0.25,0.25,0.55,0.55,0.25,0.55,0.55,0.153846154,0.153846154,0.2,0.2,0.125,0.125,0.2,0.32,0.246153846,0.25,0.4,0.307692308,0.25,0.4,0.307692308,0,0,0,0.111111111,0.166666667,0.133333333,0,0,0,0.1,0.142857143,0.117647059,0.307692308,0.4,0.25,0,0,0,0,0,0,0.307692308,0.4,0.25,0,0,0,0,0,0,0.12195122,0.192307692,0.149253731,0.064516129,0.125,0.085106383,0.25,0.25,0,0,0.25,0,0.366666675,0.383838393,0.373333347,0.395959605,0.611111124,0.682539701,0.622222245,0.701587319,0.375,0,0,0,5,8,1,3,3,4,2,4,-3,-1,-2,-2
391,hattie,augustin,0.25,0.25,0.625,0.625,0.375,0.625,0.625,0.285714286,0.285714286,0.333333333,0.333333333,0.25,0.25,0.25,0.333333333,0.285714286,0.375,0.5,0.428571429,0.375,0.5,0.428571429,0.142857143,0.2,0.166666667,0.111111111,0.142857143,0.125,0,0,0,0,0,0,0.428571429,0.5,0.375,0.166666667,0.2,0.142857143,0,0,0,0.428571429,0.5,0.375,0.125,0.142857143,0.111111111,0,0,0,0.146341463,0.193548387,0.166666667,0.064516129,0.095238095,0.076923077,0,0.25,0,0,0.25,0,0.433333343,0.55555557,0.443333352,0.575555569,0.714285731,0.722222239,0.733333366,0.74444446,0.375,0,0,0,6,8,1,3,3,4,3,4,-2,-1,-1,-2
392,malvina,augustus,0,0,0.422619048,0.422619048,0.125,0.422619048,0.422619048,0.133333333,0.133333333,0.142857143,0.142857143,0.125,0.125,0.125,0.142857143,0.133333333,0.125,0.142857143,0.133333333,0.125,0.142857143,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0.142857143,0.125,0,0,0,0,0,0,0.133333333,0.142857143,0.125,0,0,0,0,0,0,0.024390244,0.027777778,0.025974026,0,0,0,0,0.25,0,0,0,0,0.153846158,0.230158738,0.158974368,0.239682547,0.416666679,0.506172856,0.42916669,0.518518534,0.125,0,0,0,7,8,3,3,3,4,4,4,-1,-1,0,0
393,lenord,omer,0.166666667,0.166666667,0.611111111,0.611111111,0.5,0.611111111,0.611111111,0.2,0.2,0.25,0.25,0.166666667,0.166666667,0.366666667,0.55,0.44,0.5,0.75,0.6,0.5,0.75,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.5,0.333333333,0,0,0,0,0,0,0.4,0.5,0.333333333,0,0,0,0,0,0,0.064516129,0.095238095,0.076923077,0,0,0,0.5,0.5,0.5,0.25,0.25,0.5,0.47619049,0.472222239,0.495238125,0.497222237,0.666666687,0.63888891,0.685714321,0.663888909,0.416666667,0,0,0,6,4,2,2,2,2,4,2,2,0,2,0
394,hellen,andy,0,0,0,0,0.166666667,0,0,0.2,0.2,0.25,0.25,0.166666667,0.166666667,0.233333333,0.35,0.28,0.166666667,0.25,0.2,0.166666667,0.25,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.25,0,0,0.25,0.222222229,0.266666675,0.229629642,0.275555563,0.285714294,0.402777791,0.295238112,0.413888901,0.25,0,0,0,6,4,2,2,2,1,4,3,2,1,1,0
395,margaret,austin,0.125,0.125,0.430555556,0.430555556,0.25,0.430555556,0.430555556,0.142857143,0.142857143,0.166666667,0.166666667,0.125,0.125,0.125,0.166666667,0.142857143,0.25,0.333333333,0.285714286,0.25,0.333333333,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.166666667,0.125,0,0,0,0,0,0,0.142857143,0.166666667,0.125,0,0,0,0,0,0,0.048780488,0.064516129,0.055555556,0.032258065,0.047619048,0.038461538,0,0.25,0,0,0,0,0.24242425,0.314814826,0.251515166,0.325925936,0.518518534,0.622222245,0.533333361,0.637777799,0.1875,0,0,0,8,6,3,2,3,3,5,3,2,0,2,1
396,nathaniel,austin,0.222222222,0.222222222,0.62037037,0.62037037,0.444444444,0.62037037,0.62037037,0.133333333,0.133333333,0.166666667,0.166666667,0.111111111,0.111111111,0.155555556,0.233333333,0.186666667,0.444444444,0.666666667,0.533333333,0.444444444,0.666666667,0.533333333,0,0,0,0,0,0,0,0,0,0,0,0,0.533333333,0.666666667,0.444444444,0,0,0,0,0,0,0.533333333,0.666666667,0.444444444,0,0,0,0,0,0,0.065217391,0.096774194,0.077922078,0.027777778,0.047619048,0.035087719,0.25,0.25,0.25,0.5,0,0.25,0.363636374,0.290598301,0.291666687,0.46464648,0.600000018,0.616161639,0.623333371,0.646464668,0.333333333,0.04,0.047619048,0.034482759,9,6,3,2,4,3,5,3,3,1,2,1
397,philimon,eva,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.133333333,0.072727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.75,0.121212125,0.24242425,0.12424243,0.250505057,0.148148153,0.266666675,0.151851859,0.275555563,0.1875,0,0,0,8,3,3,2,3,2,5,1,5,1,4,1
398,mallissa,azelie,0.25,0.25,0.625,0.625,0.375,0.625,0.625,0.285714286,0.285714286,0.333333333,0.333333333,0.25,0.25,0.25,0.333333333,0.285714286,0.375,0.5,0.428571429,0.375,0.5,0.428571429,0.142857143,0.2,0.166666667,0.111111111,0.142857143,0.125,0,0,0,0,0,0,0.428571429,0.5,0.375,0.166666667,0.2,0.142857143,0,0,0,0.428571429,0.5,0.375,0.125,0.142857143,0.111111111,0,0,0,0.097560976,0.129032258,0.111111111,0.096774194,0.142857143,0.115384615,0.25,0.25,0.25,0.25,0,0.25,0.433333343,0.533333349,0.443333352,0.55555557,0.629629645,0.666666687,0.648148179,0.686666685,0.5,0,0,0,8,6,3,1,3,4,5,2,2,-1,3,2
399,caroline,george,0.25,0.25,0.513888889,0.513888889,0.375,0.513888889,0.513888889,0.142857143,0.142857143,0.166666667,0.166666667,0.125,0.125,0.175,0.233333333,0.2,0.375,0.5,0.428571429,0.375,0.5,0.428571429,0,0,0,0.111111111,0.142857143,0.125,0,0,0,0.1,0.125,0.111111111,0.428571429,0.5,0.375,0,0,0,0,0,0,0.428571429,0.5,0.375,0.125,0.142857143,0.111111111,0.111111111,0.125,0.1,0.048780488,0.064516129,0.055555556,0,0,0,0.25,0,0,0.5,0.25,0.25,0.366666675,0.533333349,0.376666683,0.551111126,0.481481493,0.588888907,0.492592613,0.606666684,0.375,0,0,0,8,6,1,1,4,3,4,3,2,1,1,0
400,charlott,henry,0.125,0.125,0.55,0.55,0.25,0.55,0.55,0.153846154,0.153846154,0.2,0.2,0.125,0.125,0.175,0.28,0.215384615,0.25,0.4,0.307692308,0.25,0.4,0.307692308,0,0,0,0,0,0,0,0,0,0,0,0,0.307692308,0.4,0.25,0,0,0,0,0,0,0.307692308,0.4,0.25,0,0,0,0,0,0,0.048780488,0.076923077,0.059701493,0.032258065,0.0625,0.042553191,0,0.25,0.25,0.25,0,0,0.333333343,0.343434355,0.343333352,0.359595971,0.444444458,0.511111128,0.455555578,0.526666683,0.4375,0,0,0,8,5,2,2,2,1,6,4,3,1,2,0
401,gedeon,baptiste,0,0,0,0,0.125,0,0,0.142857143,0.142857143,0.166666667,0.166666667,0.125,0.125,0.175,0.233333333,0.2,0.125,0.166666667,0.142857143,0.125,0.166666667,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0.153846158,0.190476196,0.158974368,0.254700862,0.571428588,0.611111134,0.585714315,0.633333355,0.1875,0,0,0,6,8,2,1,3,3,3,5,-2,0,-2,1
402,sarah,jean,0.2,0.2,0.483333333,0.483333333,0.2,0.483333333,0.483333333,0.222222222,0.222222222,0.25,0.25,0.2,0.2,0.2,0.25,0.222222222,0.2,0.25,0.222222222,0.2,0.25,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.25,0.2,0,0,0,0,0,0,0.222222222,0.25,0.2,0,0,0,0,0,0,0.115384615,0.142857143,0.127659574,0,0,0,0.5,0.5,0.5,0.333333333,0,0.5,0.380952392,0.571428588,0.39047621,0.587301603,0.666666687,0.650793672,0.683333367,0.673015893,0.4,0,0,0,5,4,2,1,2,2,3,2,1,0,1,1
403,cara,barbara,0.428571429,0.428571429,0.726190476,0.726190476,0.428571429,0.726190476,0.726190476,0.545454545,0.545454545,0.75,0.75,0.428571429,0.428571429,0.428571429,0.75,0.545454545,0.428571429,0.75,0.545454545,0.428571429,0.75,0.545454545,0.333333333,0.666666667,0.444444444,0.375,0.6,0.461538462,0.2,0.5,0.285714286,0.333333333,0.5,0.4,0.545454545,0.75,0.428571429,0.222222222,0.333333333,0.166666667,0,0,0,0.545454545,0.75,0.428571429,0.153846154,0.2,0.125,0,0,0,0.388888889,0.666666667,0.49122807,0.230769231,0.545454545,0.324324324,0.25,0.25,0.25,0.5,0.25,0,0.722222229,0.666666672,0.727777789,0.675000004,0.866666675,0.888888896,0.873333347,0.900000006,0.428571429,0,0,0,4,7,2,3,2,3,2,4,-3,-1,-2,-1
404,camelien,barbary,0.125,0.125,0.422619048,0.422619048,0.125,0.422619048,0.422619048,0.133333333,0.133333333,0.142857143,0.142857143,0.125,0.125,0.125,0.142857143,0.133333333,0.125,0.142857143,0.133333333,0.125,0.142857143,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0.142857143,0.125,0,0,0,0,0,0,0.133333333,0.142857143,0.125,0,0,0,0,0,0,0.048780488,0.055555556,0.051948052,0,0,0,0,0,0,0.25,0,0,0.24242425,0.333333343,0.248484861,0.342592602,0.296296305,0.400000012,0.303703719,0.411111122,0.25,0,0,0,8,7,3,3,4,2,4,5,1,2,-1,0
405,ludwina,barbra,0.142857143,0.142857143,0.436507937,0.436507937,0.142857143,0.436507937,0.436507937,0.153846154,0.153846154,0.166666667,0.166666667,0.142857143,0.142857143,0.142857143,0.166666667,0.153846154,0.142857143,0.166666667,0.153846154,0.142857143,0.166666667,0.153846154,0,0,0,0.125,0.142857143,0.133333333,0,0,0,0.111111111,0.125,0.117647059,0.153846154,0.166666667,0.142857143,0,0,0,0,0,0,0.153846154,0.166666667,0.142857143,0.133333333,0.142857143,0.125,0.117647059,0.125,0.111111111,0.055555556,0.064516129,0.059701493,0,0,0,0,0.25,0.25,0.25,0,0,0.194444448,0.305555562,0.197222228,0.312962969,0.291666672,0.407407416,0.295833342,0.417283959,0.285714286,0,0,0,7,6,3,2,3,2,4,4,1,1,0,1
406,elmina,barbry,0,0,0,0,0.166666667,0,0,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.181818187,0.222222229,0.187878798,0.229629636,0.285714294,0.402777791,0.295238112,0.413888901,0.083333333,0,0,0,6,6,3,2,3,1,3,5,0,2,-2,1
407,lilly,barbara,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114285714,0.16,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0.133333337,0.24242425,0.136666673,0.250505057,0.222222229,0.380952392,0.227777789,0.393650804,0.285714286,0,0,0,5,7,2,3,1,3,4,4,-2,-2,0,-1
408,rossena,barbara,0.142857143,0.142857143,0.523809524,0.523809524,0.285714286,0.523809524,0.523809524,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.2,0.2,0.2,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0,0,0,0.125,0.125,0.125,0,0,0,0.111111111,0.111111111,0.111111111,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0.285714286,0.285714286,0.285714286,0.125,0.125,0.125,0.111111111,0.111111111,0.111111111,0.055555556,0.055555556,0.055555556,0,0,0,0,0.25,0.25,0.25,0.25,0,0.300000006,0.383838393,0.306666678,0.395959605,0.375000007,0.469135814,0.383333348,0.483950628,0.285714286,0,0,0,7,7,3,3,3,3,4,4,0,0,0,0
409,hellen,barthelemi,0.3,0.3,0.688888889,0.688888889,0.4,0.688888889,0.688888889,0.375,0.375,0.5,0.5,0.3,0.3,0.32,0.533333333,0.4,0.4,0.666666667,0.5,0.4,0.666666667,0.5,0.333333333,0.6,0.428571429,0.272727273,0.428571429,0.333333333,0.125,0.25,0.166666667,0.083333333,0.125,0.1,0.125,0.166666667,0.1,0,0,0,0,0,0,0.125,0.166666667,0.1,0,0,0,0,0,0,0.196078431,0.322580645,0.243902439,0.219512195,0.428571429,0.290322581,0,0.25,0.25,0.25,0,0,0.416666672,0.50000001,0.422222232,0.432478639,0.809523821,0.777777791,0.823809547,0.800000012,0.45,0,0,0,6,10,2,4,2,4,4,6,-4,-2,-2,-2
410,richd,bartholemew,0.090909091,0.090909091,0.527272727,0.527272727,0.181818182,0.527272727,0.527272727,0.125,0.125,0.2,0.2,0.090909091,0.090909091,0.090909091,0.2,0.125,0.181818182,0.4,0.25,0.181818182,0.4,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.4,0.181818182,0,0,0,0,0,0,0.25,0.4,0.181818182,0,0,0,0,0,0,0.017857143,0.038461538,0.024390244,0.02173913,0.0625,0.032258065,0.25,0,0,0.25,0.25,0.25,0.256410264,0.269841279,0.264102578,0.282539691,0.555555572,0.619047642,0.572222253,0.644444466,0.181818182,0,0,0,5,11,1,4,1,4,4,7,-6,-3,-3,-3
411,sarah,bertie,0.166666667,0.166666667,0.455555556,0.455555556,0.166666667,0.455555556,0.455555556,0.181818182,0.181818182,0.2,0.2,0.166666667,0.166666667,0.233333333,0.28,0.254545455,0.166666667,0.2,0.181818182,0.166666667,0.2,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0.181818182,0.2,0.166666667,0,0,0,0,0,0,0.181818182,0.2,0.166666667,0,0,0,0,0,0,0.032258065,0.038461538,0.035087719,0,0,0,0.5,0.5,0.5,0.5,0.333333333,0.5,0.296296305,0.541666687,0.303703719,0.558333352,0.444444458,0.619047642,0.455555578,0.63809526,0.333333333,0,0,0,5,6,2,1,2,3,3,3,-1,-1,0,1
412,sidney,beathea,0.142857143,0.142857143,0.436507937,0.436507937,0.142857143,0.436507937,0.436507937,0.153846154,0.153846154,0.166666667,0.166666667,0.142857143,0.142857143,0.142857143,0.166666667,0.153846154,0.142857143,0.166666667,0.153846154,0.142857143,0.166666667,0.153846154,0,0,0,0,0,0,0,0,0,0,0,0,0.153846154,0.166666667,0.142857143,0,0,0,0,0,0,0.153846154,0.166666667,0.142857143,0,0,0,0,0,0,0.055555556,0.064516129,0.059701493,0,0,0,0.5,0.5,0.5,0.25,0,0.5,0.266666675,0.363636374,0.273333347,0.373737384,0.380952392,0.500000015,0.39047621,0.513888903,0.428571429,0,0,0,6,7,2,2,2,4,4,3,-1,-2,1,0
413,elizabeth,benome,0.111111111,0.111111111,0.518518519,0.518518519,0.333333333,0.518518519,0.518518519,0.266666667,0.266666667,0.333333333,0.333333333,0.222222222,0.222222222,0.222222222,0.333333333,0.266666667,0.333333333,0.5,0.4,0.333333333,0.5,0.4,0.125,0.2,0.153846154,0.1,0.142857143,0.117647059,0,0,0,0,0,0,0.266666667,0.333333333,0.222222222,0,0,0,0,0,0,0.266666667,0.333333333,0.222222222,0,0,0,0,0,0,0.065217391,0.096774194,0.077922078,0.055555556,0.095238095,0.070175439,0,0,0,0,0,0,0.230769235,0.324786333,0.238461549,0.335042743,0.433333343,0.535353552,0.443333352,0.555555571,0.222222222,0,0,0,9,6,4,1,4,3,5,3,3,1,2,3
414,magdelaine,bella,0.2,0.2,0.466666667,0.466666667,0.3,0.466666667,0.466666667,0.266666667,0.266666667,0.4,0.4,0.2,0.2,0.2,0.4,0.266666667,0.3,0.6,0.4,0.3,0.6,0.4,0.222222222,0.5,0.307692308,0.181818182,0.333333333,0.235294118,0,0,0,0,0,0,0.266666667,0.4,0.2,0.153846154,0.25,0.111111111,0,0,0,0.266666667,0.4,0.2,0.117647059,0.166666667,0.090909091,0,0,0,0.098039216,0.192307692,0.12987013,0.12195122,0.3125,0.175438596,0,0,0,0.25,0.25,0,0.333333338,0.341880349,0.338888898,0.355555562,0.606060619,0.648148169,0.618181841,0.67037039,0.35,0,0,0,10,5,1,2,5,2,5,3,5,3,2,-1
415,minny,elizabeth,0.111111111,0.111111111,0.437037037,0.437037037,0.111111111,0.437037037,0.437037037,0.142857143,0.142857143,0.2,0.2,0.111111111,0.111111111,0.111111111,0.2,0.142857143,0.111111111,0.2,0.142857143,0.111111111,0.2,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.2,0.111111111,0,0,0,0,0,0,0.142857143,0.2,0.111111111,0,0,0,0,0,0,0.02173913,0.038461538,0.027777778,0,0,0,0,0,0,0,0,0,0.222222229,0.314814826,0.227777789,0.325925936,0.444444458,0.539682559,0.455555578,0.558730177,0.166666667,0,0,0,5,9,2,4,1,4,4,5,-4,-3,-1,-2
